A	SNP_taxa_chr_pos	C	link	info_1	info_2	info_3	paper	gene_chr_pos
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232890;r=3H:30217692-30417692;t=HORVU.MOREX.r3.3HG0232890.1	alcohol dehydrogenase-like, GroES-like, oxidoreductase, polyketide synthase, enoylreductase	.	.	.	3H:30250590-30251985
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232910;r=3H:30217692-30417692;t=HORVU.MOREX.r3.3HG0232910.1	alcohol dehydrogenase-like, GroES-like, oxidoreductase, polyketide synthase, enoylreductase	.	.	.	3H:30264123-30265534
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232920;r=3H:30217692-30417692;t=HORVU.MOREX.r3.3HG0232920.1	inosine/uridine-preferring nucleoside hydrolase	.	.	.	3H:30365041-30367748
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232930;r=3H:30217692-30417692;t=HORVU.MOREX.r3.3HG0232930.1	RAP	RNA-binding	involved in defense response to bacteria?	.	3H:30367656-30370863
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232880;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232880.1	cysteine synthase, cystathionine beta-synthase, pyridoxal-phosphate dependent enzyme	.	.	.	3H:30170116-30173759
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232870;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232870.3	Rab-GTPase-TBC	.	.	.	3H:30163344-30169753
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232870;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232870.1	Rab-GTPase-TBC	.	.	.	3H:30162855-30169753
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232870;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232870.2	Rab-GTPase-TBC	.	.	.	3H:30162855-30169753
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232860;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232860.1	G-patch, nucleotide-binding alpha-beta plait, RNA recognition motif, RNA-binding, SPF45	involved in alternative splicing?, DNA repair?	.	.	3H:30158535-30161588
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0232850;r=3H:30017692-30217692;t=HORVU.MOREX.r3.3HG0232850.3	AATF leucine zipper-containing, apoptosis-antagonizing transcription factor, AATF/Bfr2	.	.	.	3H:30151854-30156168
